cell_name,drug_name,IC50,test_pred
Capan-2,Panobinostat,-2.680463989,-2.463341713
Capan-2,PD-0325901,-2.552868997,-0.66154182
Capan-2,PD-0332991,2.079441542,4.753695965
Capan-2,PF2341066,-1.538594863,3.290971994
Capan-2,PHA-665752,2.079441542,3.563766479
Capan-2,PLX4720,2.079441542,5.644444942
Capan-2,RAF265,0.149808305,4.443747044
Capan-2,Sorafenib,2.079441542,3.281237841
Capan-2,TAE684,-0.398362037,1.287168741
Capan-2,TKI258,2.079441542,4.756062984
Capan-2,Topotecan,0.191822697,1.134208441
Capan-2,ZD-6474,2.079441542,3.392820358
KP-3,17-AAG,-1.791261927,-0.504336357
KP-3,AEW541,2.079441542,3.39501524
KP-3,AZD0530,1.25694805,2.563260317
KP-3,AZD6244,2.079441542,3.21755147
KP-3,Erlotinib,2.079441542,3.624743223
KP-3,Irinotecan,0.757536098,2.596415758
KP-3,L-685458,2.079441542,3.569586039
KP-3,Lapatinib,2.079441542,4.312204838
KP-3,LBW242,2.079441542,5.571661472
KP-3,Nilotinib,2.079441542,3.996237755
KP-3,Nutlin-3,2.079441542,4.65036726
KP-3,Paclitaxel,-3.593860917,-2.301556826
KP-3,Panobinostat,-1.804857128,-2.289100647
KP-3,PD-0325901,0.780686356,-0.232236803
KP-3,PD-0332991,2.079441542,4.120982647
KP-3,PF2341066,2.079441542,3.160444975
KP-3,PHA-665752,2.079441542,2.935984612
KP-3,PLX4720,2.079441542,4.848489285
KP-3,RAF265,0.91001728,4.06037569
KP-3,Sorafenib,1.640240181,3.042704582
KP-3,TAE684,0.803636898,0.939115107
KP-3,TKI258,2.079441542,4.25993681
KP-3,Topotecan,-0.280629229,-0.046687834
KP-3,ZD-6474,2.079441542,3.683988571
NCI-H3255,17-AAG,-2.538659311,-0.389295042
NCI-H3255,AEW541,1.039594052,3.636223555
NCI-H3255,AZD0530,-2.142447917,1.473300099
NCI-H3255,AZD6244,2.079441542,3.82918644
NCI-H3255,Erlotinib,-2.587893904,2.991874695
NCI-H3255,Irinotecan,-0.517984333,2.367327452
NCI-H3255,L-685458,2.079441542,3.609534264
NCI-H3255,Lapatinib,-1.097323663,3.232412815
NCI-H3255,LBW242,2.079441542,5.325157642
NCI-H3255,Nilotinib,1.964880952,3.915693521
NCI-H3255,Nutlin-3,2.079441542,4.369369507
NCI-H3255,Paclitaxel,1.046583692,-2.437366247
NCI-H3255,Panobinostat,-2.944179947,-2.639548779
NCI-H3255,PD-0325901,1.814427562,1.211339116
NCI-H3255,PD-0332991,2.079441542,4.25402832
NCI-H3255,PF2341066,1.109828181,3.40123868
NCI-H3255,PHA-665752,2.079441542,2.969325781
NCI-H3255,PLX4720,2.079441542,3.956035137
NCI-H3255,RAF265,2.079441542,4.115600109
NCI-H3255,Sorafenib,2.079441542,3.189246416
NCI-H3255,TAE684,-0.586159947,0.866024792
NCI-H3255,TKI258,2.079441542,4.127753735
NCI-H3255,Topotecan,0.701404123,-0.391014695
NCI-H3255,ZD-6474,-2.286556894,2.999568224
HCC1187,17-AAG,0.426228331,-0.39556694
HCC1187,AEW541,2.079441542,3.538784742
HCC1187,AZD0530,2.079441542,1.881479383
HCC1187,AZD6244,2.079441542,3.86781764
HCC1187,Erlotinib,2.079441542,2.928704023
HCC1187,L-685458,-0.440560831,3.32691741
HCC1187,Lapatinib,2.079441542,2.508740187
HCC1187,LBW242,2.079441542,5.278214931
HCC1187,Nilotinib,2.079441542,3.451419592
HCC1187,Nutlin-3,2.079441542,4.059524536
HCC1187,Paclitaxel,-4.64325572,-2.687113285
HCC1187,Panobinostat,-2.264789221,-2.821602821
HCC1187,PD-0325901,2.079441542,1.332034469
HCC1187,PD-0332991,2.079441542,4.224220753
HCC1187,PF2341066,2.079441542,3.299916983
HCC1187,PHA-665752,2.079441542,2.863651276
HCC1187,PLX4720,2.079441542,3.964972734
HCC1187,RAF265,1.947645012,4.061098576
HCC1187,Sorafenib,2.079441542,2.674421787
HCC1187,TAE684,2.079441542,0.696739852
HCC1187,TKI258,2.079441542,3.916339874
HCC1187,Topotecan,1.824504884,0.39769575
HCC1187,ZD-6474,2.079441542,3.117744446
SIG-M5,17-AAG,-1.770462048,-0.422273517
SIG-M5,AEW541,-0.438056903,1.961499333
SIG-M5,AZD0530,2.079441542,2.195533752
SIG-M5,AZD6244,-5.044551811,1.963688731
SIG-M5,Erlotinib,1.700495412,2.537515402
SIG-M5,Irinotecan,-2.696716792,0.278308719
SIG-M5,L-685458,-0.900993875,1.166374326
SIG-M5,Lapatinib,2.060753914,2.873129845
SIG-M5,LBW242,2.079441542,3.82729578
SIG-M5,Nilotinib,0.500533357,1.10347569
SIG-M5,Nutlin-3,0.372062664,2.490105391
SIG-M5,Paclitaxel,-5.991464547,-4.683261395
SIG-M5,Panobinostat,-4.711201037,-3.868324518
SIG-M5,PD-0325901,-5.974562593,-0.832916677
SIG-M5,PD-0332991,-0.921907285,0.841025591
SIG-M5,PF2341066,1.049072267,1.059950113
SIG-M5,PHA-665752,-0.799241381,2.293216467
SIG-M5,PLX4720,-3.394126817,3.702867508
SIG-M5,RAF265,-1.850850302,2.811443567
SIG-M5,Sorafenib,1.620300559,0.614408553
SIG-M5,TAE684,-2.127786622,0.421049953
SIG-M5,TKI258,0.181576459,2.477814436
SIG-M5,Topotecan,-3.178616228,-2.224268913
SIG-M5,ZD-6474,2.079441542,2.824637175
OCI-AML2,17-AAG,-2.423507277,-0.932602763
OCI-AML2,AEW541,2.079441542,1.258179188
OCI-AML2,AZD0530,2.079441542,1.562242866
OCI-AML2,AZD6244,-4.355283599,-0.374978304
OCI-AML2,Erlotinib,2.079441542,2.820928574
OCI-AML2,Irinotecan,-2.508673046,0.796901166
OCI-AML2,L-685458,2.079441542,1.492709041
OCI-AML2,Lapatinib,2.079441542,2.769465446
OCI-AML2,LBW242,2.079441542,3.983361006
OCI-AML2,Nilotinib,1.916644914,0.12946713
OCI-AML2,Nutlin-3,1.87940793,2.669560671
OCI-AML2,Paclitaxel,-4.893038542,-4.465295792
OCI-AML2,Panobinostat,-3.89584306,-4.041793346
OCI-AML2,PD-0325901,-5.991464547,-3.980954409
OCI-AML2,PD-0332991,0.424200575,1.517527819
OCI-AML2,PF2341066,1.386924184,0.395636797
OCI-AML2,PHA-665752,2.079441542,2.436191797
OCI-AML2,PLX4720,2.079441542,3.403156996
OCI-AML2,RAF265,0.612275033,2.787392378
OCI-AML2,Sorafenib,0.767782413,-0.20041886
OCI-AML2,TAE684,-0.001566922,0.418531239
OCI-AML2,TKI258,1.22717688,2.497288465
OCI-AML2,Topotecan,-3.132300455,-1.630654693
OCI-AML2,ZD-6474,2.079441542,2.862100601
