cell_name,cell_idx,drug_name,IC50,test_pred
HLE,3,Dihydrorotenone,1.31454,0.608746111
HLE,3,Dinaciclib,-3.588375,-2.651860714
HLE,3,DMOG,4.05542,5.303641319
HLE,3,Docetaxel,-4.782391,-3.764642477
HLE,3,Doramapimod,5.618245,5.288253784
HLE,3,Doxorubicin,-3.058938,-1.910686612
HLE,3,EHT-1864,4.484787,3.381917953
HLE,3,Elephantin,3.02526,3.872426271
HLE,3,Elesclomol,-4.586152,-4.16189146
HLE,3,Embelin,1.933319,2.277923822
HLE,3,Entinostat,3.053579,2.633446932
HLE,3,Entospletinib,2.861308,3.738837242
HLE,3,Enzastaurin,3.495725,3.453379869
HLE,3,Epirubicin,-1.635852,-1.910686612
HLE,3,Epothilone B,-7.502716,-7.270746708
HLE,3,EPZ004777,5.539148,5.206075668
HLE,3,EPZ5676,5.590459,5.622300148
HLE,3,Erlotinib,2.863954,2.959046602
HLE,3,Etoposide,-0.488068,-0.426912367
HLE,3,ETP-45835,5.605751,4.8244977
HLE,3,Fedratinib,4.429739,2.242705107
HLE,3,FH535,0.876166,1.253902555
HLE,3,Flavopiridol,-1.599213,-0.933803737
HLE,3,Fludarabine,6.051042,4.882705212
HLE,3,FMK,5.514577,4.648638725
HLE,3,Foretinib,1.819798,1.007060885
HLE,3,FR-180204,5.05743,4.661352634
HLE,3,FTI-277,2.206637,1.594041467
HLE,3,FTY-720,2.804553,2.046132326
HLE,3,Fulvestrant,3.474726,4.54013586
HLE,3,Gallibiscoquinazole,2.889136,2.194686651
HLE,3,GDC0810,5.288375,4.927975655
HLE,3,Gefitinib,3.897607,3.296129465
HLE,3,Gemcitabine,-2.685763,-2.61470437
HLE,3,glutathione,9.596156,9.093463898
HLE,3,GNE-317,1.252014,1.311141491
HLE,3,GSK-J4,2.726897,2.255013227
HLE,3,GSK-LSD1,2.904599,2.300388336
HLE,3,GSK1059615,-1.592383,-0.290137261
HLE,3,GSK1070916,0.173284,1.029606581
HLE,3,GSK1904529A,2.886846,4.175068855
HLE,3,GSK2110183B,4.621757,4.042340755
HLE,3,GSK2578215A,4.784005,4.838139057
HLE,3,GSK2606414,3.139338,3.708745003
HLE,3,GSK269962A,1.314034,1.64600122
HLE,3,GSK2801,4.80018,4.807358742
HLE,3,GSK2830371,5.618245,5.43204546
HLE,3,GSK343,5.600988,4.592131138
HLE,3,GSK429286A,3.725437,4.235138893
HLE,3,GSK591,4.412477,4.410991192
HLE,3,GSK650394,0.088541,1.665022969
HLE,3,GSK690693,4.788579,4.455643177
HLE,3,GW-2580,4.821811,4.891455173
HLE,3,GW441756,3.229548,3.194333792
HLE,3,HG6-64-1,-0.065031,-0.694033563
HLE,3,I-BET-151,1.113491,1.038036227
HLE,3,I-BET-762,3.323396,3.692216396
HLE,3,I-BRD9,4.481404,4.816244602
HLE,3,I-CBP112,4.786738,4.232178688
HLE,3,Ibrutinib,4.063595,5.209264278
HLE,3,IC-87114,5.605751,4.850036144
HLE,3,ICL-SIRT078,5.264837,4.538238049
HLE,3,Idelalisib,5.225795,4.436430454
HLE,3,IMD-0354,-0.08072,0.415320724
HLE,3,IOX2,-0.084328,0.129513144
HLE,3,IPA-3,1.651544,3.035269022
HLE,3,Ipatasertib,4.538596,4.323688984
HLE,3,Irinotecan,2.000251,1.695340872
HLE,3,Ispinesib Mesylate,-3.075766,-2.493010044
HLE,3,IWP-2,3.039489,2.394526005
HLE,3,JNJ38877605,4.422867,4.030486584
HLE,3,JNK Inhibitor VIII,5.577773,5.119610786
HLE,3,JQ1,2.511501,2.44336009
HLE,3,JQ12,-0.631737,0.201271713
HLE,3,JW-7-24-1,2.360832,1.473783493
HLE,3,kb NB 142-70,2.417656,2.55446887
HLE,3,KIN001-244,2.312111,3.123580694
HLE,3,KIN001-266,2.891308,3.152977228
HLE,3,KIN001-270,4.018741,4.366410732
HLE,3,Kobe2602,4.175376,4.411487103
HLE,3,KU-55933,5.276866,5.106839657
HLE,3,KU-60019,2.316804,2.428060293
HLE,3,L-Oxonoreleagnine,3.388856,3.471112728
HLE,3,Lapatinib,4.351783,4.054163456
HLE,3,LCL161,5.66511,4.443789959
HLE,3,LDN-193189,0.390199,0.840251088
HLE,3,Leflunomide,4.280951,4.81588316
HLE,3,Lenalidomide,3.995996,5.158520222
HLE,3,Lestaurtinib,-0.107518,0.376088083
HLE,3,LFM-A13,4.494372,4.36537075
HLE,3,LGK974,4.691684,3.886734247
HLE,3,LIMK1 inhibitor BMS4,4.413095,4.701533318
HLE,3,Linifanib,1.888461,1.940892935
HLE,3,Linsitinib,4.300304,4.218025684
HLE,3,LJI308,5.618245,5.039054394
HLE,3,LMP744,-1.849701,-1.610954285
HLE,3,Luminespib,-3.473485,-2.324406624
HLE,3,LY2109761,5.348885,5.10782671
HLE,3,Masitinib,4.659132,3.291702271
HLE,3,Methotrexate,2.357235,-0.938825727
HLE,3,MG-132,-1.421128,-1.216427803
HLE,3,Midostaurin,-1.189379,-0.776076019
HLE,3,MIM1,3.131567,3.795991182
HLE,3,MIRA-1,5.214936,5.342352867
HLE,3,Mitomycin-C,-0.44892,-2.364741564
HLE,3,Mitoxantrone,-0.119229,-0.675230205
HLE,3,MK-1775,0.362204,0.162412524
HLE,3,MK-2206,4.646118,3.852535963
HLE,3,MK-8776,4.537834,3.243448973
HLE,3,ML323,4.242756,4.36493063
HLE,3,MN-64,5.60955,4.690804005
HLE,3,Motesanib,5.618245,5.345858097
HLE,3,Mycophenolic acid,1.689133,1.472345948
HLE,3,N-acetyl cysteine,9.884979,9.797288895
HLE,3,Navitoclax,1.339957,2.683399439
HLE,3,Nelarabine,5.961975,5.956141949
HLE,3,NG-25,2.138525,2.360820293
HLE,3,Nilotinib,4.468791,3.564168453
HLE,3,Niraparib,4.975183,3.926967859
HLE,3,NPK76-II-72-1,1.149621,2.851314306
HLE,3,NSC-207895,0.370654,3.380804539
HLE,3,NSC-87877,4.468668,4.600378036
HLE,3,NSC319726,-2.33834,-3.071476698
HLE,3,NU7441,2.649419,3.539977789
HLE,3,NVP-ADW742,4.416467,3.341549635
HLE,3,NVP-BHG712,3.451992,2.954266787
HLE,3,Obatoclax Mesylate,1.123312,0.245864242
HLE,3,OF-1,5.150963,3.589541674
HLE,3,Olaparib,4.57699,3.920571566
HLE,3,Omipalisib,1.042612,-1.838421226
HLE,3,OSI-027,0.37788,2.998147964
HLE,3,OSI-930,4.58131,3.65722847
HLE,3,Osimertinib,1.429523,1.935073853
HLE,3,OSU-03012,1.15286,0.950614333
HLE,3,OTX015,1.874329,2.650405169
HLE,3,Oxaliplatin,6.156706,5.079695225
HLE,3,P22077,4.965274,4.777493477
HLE,3,PAC-1,1.250682,2.045678854
HLE,3,Paclitaxel,-0.455586,-3.144150972
HLE,3,Palbociclib,4.130709,4.017183781
HLE,3,Panobinostat,-2.975087,-2.358679533
HLE,3,Pazopanib,0.53724,2.449102402
HLE,3,PCI-34051,4.88004,4.788824558
HLE,3,PD0325901,2.736201,1.971361518
HLE,3,PD173074,4.093217,3.931929588
HLE,3,Pelitinib,1.505875,1.951070786
HLE,3,Pemetrexed,3.741157,2.487927675
HLE,3,Pevonedistat,-0.33734,0.219653606
HLE,3,PF-00299804,2.562616,1.849916816
HLE,3,PF-4708671,4.093718,3.47957921
HLE,3,PF-562271,1.921473,0.984660745
HLE,3,PFI-1,3.869978,4.040438175
HLE,3,PFI-3,4.622495,4.629616737
HLE,3,PFI3,5.716575,4.629616737
HLE,3,PHA-793887,4.239908,2.670923948
HLE,3,Phenformin,9.714756,8.166715622
HLE,3,PI-103,2.518232,1.795545936
HLE,3,Pictilisib,2.080067,1.840370774
HLE,3,PIK-93,2.191662,3.097753763
HLE,3,Pilaralisib,2.074648,2.906504869
HLE,3,Piperlongumine,0.662989,1.198856354
HLE,3,PLX-4720,4.146515,4.321096897
HLE,3,Podophyllotoxin bromide,-2.030314,-0.804806054
HLE,3,POMHEX,1.224921,1.441705585
HLE,3,Ponatinib,-0.840817,-0.505684793
HLE,3,PRIMA-1MET,2.854093,5.332009792
HLE,3,PRT062607,3.610163,3.623588324
HLE,3,Pyridostatin,4.007247,3.437086582
HLE,3,QL-X-138,1.841137,1.641488791
HLE,3,QL-XI-92,3.941637,3.386870384
HLE,3,QS11,1.953646,2.066006422
HLE,3,Quizartinib,2.633735,1.966644883
HLE,3,Rapamycin,-3.236959,-1.645634055
HLE,3,Refametinib,2.651651,2.791950941
HLE,3,Ribociclib,4.202,3.819294691
HLE,3,RO-3306,3.308295,3.577642202
HLE,3,Romidepsin,-4.467169,-5.185414791
HLE,3,RU-SKI 43,5.605751,4.353425503
HLE,3,Rucaparib,3.527581,3.90826726
HLE,3,Ruxolitinib,5.257481,4.718046665
HLE,3,RVX-208,4.262646,4.789587498
HLE,3,Sabutoclax,-0.782629,-0.228800803
HLE,3,Sapitinib,3.898182,3.018362284
HLE,3,Savolitinib,3.31566,2.366146326
HLE,3,SB216763,4.354505,4.934805393
HLE,3,SB505124,4.409734,4.001183987
HLE,3,SB52334,4.459814,4.272962093
HLE,3,SB590885,4.919462,4.491956711
HLE,3,SCH772984,3.23971,3.005194664
HLE,3,Schweinfurthin A,0.256136,1.496492743
HLE,3,Selisistat,4.309321,5.011690617
HLE,3,Selumetinib,5.799246,4.833681583
HLE,3,Sepantronium bromide,-5.721392,-4.727825642
HLE,3,Serdemetan,4.141982,3.917625666
HLE,3,SGC-CBP30,3.378391,3.976096392
HLE,3,SGC0946,2.139174,1.668781877
HLE,3,Shikonin,-1.775744,-0.515243828
HLE,3,Sinularin,3.106918,3.536028147
HLE,3,SL0101,4.624972,4.12210989
HLE,3,SN-38,-4.482747,-4.739346027
HLE,3,SNX-2112,-2.549515,-1.208559394
HLE,3,Sorafenib,2.552102,2.41113019
HLE,3,Sphingosine Kinase 1 Inhibitor II,3.144161,3.024917364
HLE,3,Staurosporine,-3.148298,-3.371598005
HLE,3,STF-62247,3.547056,4.186472416
HLE,3,SU11274,4.788525,3.378600359
HLE,3,T0901317,4.93632,4.022120953
HLE,3,TAK-715,5.081616,3.981719017
HLE,3,Talazoparib,4.132513,2.207920313
HLE,3,Tamoxifen,3.884446,3.858752966
HLE,3,Tanespimycin,-0.358091,-0.605302274
HLE,3,Taselisib,3.82378,2.948173523
HLE,3,Telomerase Inhibitor IX,-0.253647,0.803464592
HLE,3,Temozolomide,6.191981,6.437302113
HLE,3,Temsirolimus,0.011597,1.514337182
HLE,3,Teniposide,-1.254616,-0.395267487
HLE,3,Tenovin-6,2.566014,1.897218108
HLE,3,Thapsigargin,-4.991529,-6.308983326
HLE,3,Tipifarnib,-1.191148,0.099272959
HLE,3,Tivozanib,0.307075,0.267237663
HLE,3,Topotecan,-1.031828,-1.236771703
HLE,3,Torin 2,-0.52408,-1.125464439
HLE,3,TPCA-1,2.777222,3.004374981
HLE,3,Trametinib,1.450184,0.950100243
HLE,3,Tretinoin,4.884329,3.70731926
HLE,3,Trichostatin A,-2.014648,-1.511795163
HLE,3,Tubastatin A,4.008326,4.323304653
HLE,3,TW 37,0.822962,0.262565643
HLE,3,TWS119,1.268043,2.067135096
HLE,3,Ulixertinib,0.024338,2.652620792
HLE,3,UMI-77,2.164365,2.628145933
HLE,3,UNC0379,4.176646,3.582481861
HLE,3,UNC0638,4.632587,4.689381123
HLE,3,UNC0642,1.75479,1.23863554
HLE,3,UNC1215,2.288538,2.080336332
HLE,3,Uprosertib,5.334967,4.192196369
HLE,3,VE-822,3.565192,3.255701065
HLE,3,VE821,4.894031,4.25972271
HLE,3,Veliparib,4.076549,5.041378498
HLE,3,Venetoclax,3.450881,3.090727091
HLE,3,Vinblastine,-4.152616,-4.092942238
HLE,3,Vinorelbine,-3.907164,-3.30612874
HLE,3,Vismodegib,4.131421,4.917434692
HLE,3,VNLG/124,2.740901,3.507958412
HLE,3,Vorinostat,2.471981,1.507976413
HLE,3,Voxtalisib,4.37027,4.090999126
HLE,3,VX-11e,3.33781,3.032191515
HLE,3,VX-702,2.977089,2.405778646
HLE,3,Wee1 Inhibitor,2.290631,1.741530061
HLE,3,WEHI-539,3.795315,3.766916752
HLE,3,WHI-P97,3.335544,3.833608866
HLE,3,WIKI4,3.773458,3.567578554
HLE,3,Wnt-C59,2.844177,3.938589811
HLE,3,WYE-125132,0.875674,-0.257035136
HLE,3,WZ3105,1.914103,0.665423393
HLE,3,WZ4003,3.639677,4.228091717
HLE,3,XAV939,5.327325,4.048036575
HLE,3,XMD13-2,4.93632,3.256739855
HLE,3,XMD14-99,4.689247,4.015497684
HLE,3,Y-39983,3.390139,3.7536695
HLE,3,YK-4-279,1.946149,2.010695457
HLE,3,YM201636,1.242871,2.47512126
HLE,3,Zibotentan,5.548702,5.128942013
HLE,3,ZM447439,2.240352,2.861969471
HLE,3,Zoledronate,4.175757,3.780087709
HLE,3,ZSTK474,1.13532,1.93693316
