cell_name,drug_name,IC50,test_pred,
A-498,H-89,2.175942913,4.662209511,
A-498,LY-294002,0.414465317,2.844531298,
A-498,PD-0325901,-4.605170186,0.87676096,
A-498,"1,9-Pyrazoleanthrone",1.60029664,4.790765285,
A-498,Foretinib,-3.073951099,1.009874821,
A-498,XL-147,1.588783714,3.478645086,
A-498,Vismodegib,1.450628609,4.863519192,
A-498,Actinomycin D,-4.536092633,-4.176970005,
A-498,Amphotericin B,2.4867919,-0.268404633,
A-498,Mitomycin,-1.462141534,1.162375689,
A-498,Hydrastinine HCl,3.131515726,4.023695469,
A-498,PF-03084014 diastereomer 1,2.003249031,3.721249342,
A-498,Lenvatinib,1.531219087,3.3401649,
A-498,BI-2536,-3.707162,0.712239087,
A-498,Pralatrexate,4.064062689,3.949480772,
A-498,Nelarabine,4.605170186,6.270427704,
A-498,ICG-001,0.322361913,3.76113677,
A-498,Entinostat,-1.013137441,2.017728806,
A-498,KX-01,-3.707162,4.049341679,
A-498,Crizotinib,0.260959644,2.884459257,
A-498,IWR-1,2.670998708,4.768340588,
A-498,Quizartinib,2.624947006,2.452577353,
A-498,AZD-1480,0.61018505,1.689200759,
A-498,Linsitinib,1.197344248,3.777535677,
A-498,ZM-336372,4.236756571,3.66112113,
A-498,MK-2206,-3.192917996,2.2572124,
A-498,OSU-03012,0.621697975,3.445594788,
A-498,Intedanib,-0.48354287,4.329409122,
A-498,Quercetin,1.105240845,4.447444916,
A-498,sr 13654,1.698156506,4.431423187,
A-498,Obatoclax,-1.323986428,3.879436731,
A-498,COLCHICINE,-4.605170186,1.428315401,
A-498,DAUNORUBICIN,-1.98022318,-0.112177603,
A-498,DIGOXIN,-2.279559242,3.965188265,
A-498,(-)-Nutlin-3,1.842068074,4.008252144,
A-498,1st Precursor Intermediate to TDP 665759,4.605170186,4.007219791,
A-498,Lificguat,-2.394688497,3.993201971,
A-498,ETHINYL ESTRADIOL,1.519706161,3.788248539,
A-498,Fluorouracil,1.565757863,4.616297722,
A-498,badil,-1.934171478,4.59435606,
A-498,Nitrogen mustard,0.840443559,5.388704777,
A-498,Melphalan,3.499929341,2.607542515,
A-498,AZD-7762,-3.258157907,0.497257143,
A-498,Volasertib,-3.384800087,0.575651944,
A-498,malacid,3.177567428,4.558121204,
A-498,Cpd-401,-0.314686629,3.576139212,
A-498,6-Thioguanine,0.564133348,5.699733257,
A-498,TYROTHRICIN,-1.37003813,3.628978014,
A-498,Vinblastine,-5.20384231,-1.868539929,
A-498,pentamidine isethionate,1.98022318,4.555699825,
A-498,melbex,-0.86346941,1.739925027,
A-498,OUABAIN,-3.246644981,3.988585711,
A-498,Cabozantinib,-0.184206807,3.063135386,
A-498,Salinomycin,-2.866718441,-0.577707469,
A-498,PLX-4720,1.640591879,4.911826134,
A-498,Neratinib,-2.083839509,3.600064993,
A-498,Deforolimius,-4.605170186,-2.180403471,
A-498,Axitinib,-1.001624515,3.598125935,
A-498,Intedanib,-0.50656872,4.329409122,
A-498,Barasertib,3.177567428,2.82960391,
A-498,Etoposide,-0.50656872,3.960087776,
A-498,Mebendazole,-1.162805472,4.523789883,
A-498,Econazole Nitrate,0.195719733,4.217156887,
A-498,Sapitinib,0.103616329,2.590458632,
A-498,Tivozanib,-0.633210901,0.318751842,
A-498,MONENSIN SODIUM,-4.156166093,3.579841375,
A-498,Azacitidine,0.345387764,3.086233377,
A-498,Floxuridine,-3.649597372,4.666059017,
A-498,Tivantinib,-1.226126562,4.774149418,
A-498,BMS-754807,-0.080590478,2.339306593,
A-498,tepotinib,1.968710255,3.794605494,
A-498,ENMD-2076,-0.552620422,3.330741167,
A-498,Trametinib,-4.605170186,-0.466156006,
A-498,Palbociclib,1.542732012,3.765446424,
A-498,RO-5126766,-3.166054503,4.711155415,
A-498,Pracinostat,-1.646348341,4.479628563,
A-498,SNS-314,0.921034037,3.161138058,
A-498,Amonafide,1.128266696,4.205554485,
A-498,Carfilzomib,-3.787752478,2.596162319,
A-498,Homoharringtonine,-4.052549764,-1.714275479,
A-498,Ixazomib citrate,-3.361774236,-1.523355603,
A-498,Teniposide,-1.254908876,1.03234911,
A-498,PKI-587,-3.925907584,3.271536589,
A-498,LY-2606368,-4.850779263,3.159537077,
A-498,M-AMSA,-1.991736105,4.245699406,
A-498,Ezatiostat,2.694024559,1.206077695,
A-498,BX-912,0.414465317,4.996477127,
A-498,HPI-1,2.302585093,0.932986557,
A-498,Ponatinib,-1.205019532,1.564132333,
A-498,Lexibulin,-3.430851789,3.356229544,
A-498,Indibulin,-1.427602758,4.960052013,
A-498,SGX-523,3.143028652,4.57263422,
A-498,Bleomycin,2.187455838,3.56755352,
A-498,Paclitaxel,-4.202217795,-1.211544871,
A-498,Lovastatin,-1.266421801,4.080136776,
A-498,Rapamycin,-5.295945714,-2.05448699,
A-498,Teniposide,-2.763102112,1.03234911,
A-498,ANCITABINE HYDROCHLORIDE,4.605170186,2.974138498,
A-498,ARTENIMOL,1.059189143,4.216037273,
A-498,Simvastatin,-1.865093925,4.080136776,
A-498,Varbulin,-4.605170186,4.20033741,
A-498,Belinostat,-1.300960578,1.744493246,
A-498,AZD-8055,-4.605170186,0.068158932,
A-498,Saracatinib,-0.633210901,2.266839266,
A-498,ABT-737,-2.337123869,1.985395551,
A-498,Fluvastatin,-1.749964671,4.555953979,
A-498,ENMD-2076 Precursor,-0.356900689,4.118682384,
A-498,JNJ-38877605,3.200593279,3.771434784,
A-498,Triapine,-0.805904783,-0.829203188,
A-498,Doxorubicin,-3.039412323,-0.112177603,
A-498,Vincristine,-4.397937528,-2.291832685,
A-498,Pipamperone,1.001624515,3.490988493,
A-498,Epirubicin,-2.003249031,-0.112177603,
A-498,Idelalisib,0.069077553,5.317143917,
A-498,IDEBENONE,2.578895304,3.40933156,
A-498,Topotecan,-3.891368807,0.801526845,
A-498,ARSENIC TRIOXIDE,-2.440740199,4.256599426,
A-498,CYC-116,-0.322361913,4.708977222,
A-498,Quisinostat,-4.589819619,3.58088851,
A-498,6-(4-pyrimidinyl)-1H-indazole derivative,-1.404576907,4.655305862,
A-498,Navitoclax,-3.96044636,2.007573605,
A-498,OSI-027,-2.694024559,1.914402127,
A-498,Dovitinib,-1.49668031,3.889764547,
A-498,KW-2449,1.427602758,4.336879253,
A-498,PI-103,0.679262602,3.414381266,
A-498,Alisertib,-1.565757863,2.932615519,
A-498,artesunate,1.772990522,4.485676765,
A-498,Docetaxel,-3.085464025,-0.824403942,
A-498,Vorinostat,-0.207232658,1.519560933,
A-498,Gefitinib,-0.518081646,2.827082872,
A-498,Clofarabine,-0.391439466,5.686646938,
A-498,Dasatinib,-3.511442267,1.15373373,
A-498,Irinotecan,0.886495261,3.285157204,
A-498,4SC-202,-1.266421801,4.141842842,
A-498,nitazoxanide,-1.404576907,4.532382965,
A-498,VINORELBINE,-4.156166093,-1.66142571,
A-498,(+)-JQ1,-2.786127963,2.234308481,
A-498,Fenretinide,0.667749677,3.372606516,
A-498,Daporinad,4.605170186,-1.518965125,
A-498,Copanlisib,-3.868342956,4.594446182,
A-498,Tipifarnib,-0.115129255,3.798985958,
A-498,PF-04691502,-3.661110298,4.18492651,
A-498,Voreloxin,-1.300960578,4.505668163,
A-498,BMS-690514,0.115129255,3.886185408,
A-498,Vandetanib,-0.921034037,3.222165108,
A-498,Tandutinib,2.555869453,3.559137583,
A-498,Motesanib,1.611809565,5.56357336,
A-498,Cabozantinib,-0.840443559,3.788867235,
A-498,VE-821,1.013137441,4.471574783,
A-498,Rabusertib,-2.406201422,3.396297932,
A-498,Teglarinad,0.241771435,2.835426092,
A-498,Panobinostat,-4.605170186,-1.787911534,
A-498,brigatinib,-1.749964671,3.075026989,
A-498,Pevonedistat,-2.095352435,1.374128342,
A-498,Silmitasertib,-1.462141534,2.713100195,
A-498,CUDC-305,0.37992654,4.086787224,
A-498,TAK-733,-4.605170186,0.665560663,
A-498,Avagacestat,1.151292546,4.796489239,
A-498,Sonidegib,0.690775528,3.588772535,
A-498,Sonidegib,0.713801379,3.588772535,
A-498,CCT-128930,-1.565757863,2.5531528,
A-498,Vemurafenib,0.544945139,4.88213253,
A-498,SCH-1473759,-4.605170186,4.062805653,
A-498,MK-8033,2.302585093,4.487174511,
A-498,Vertex ATR inhibitor Cpd 45,0.805904783,4.447273254,
A-498,TAK-960 analog,-2.636459931,4.33727026,
A-498,BMS-536924,-1.059189143,1.886318326,
A-498,ITRI-260,0.621697975,3.24748826,
A-498,Ibrutinib,-2.095352435,3.888264894,
A-498,KHK-Indazole,0.356900689,4.65296793,
A-498,TAK-901,-2.083839509,3.018614292,
A-498,ONX-0914,-1.49668031,2.417021513,
A-498,ST-3595,0.333874838,0.537151575,
A-498,Des-fluoro-TAK-960,-3.569006894,4.209487438,
A-498,CH-5132799,-2.302585093,4.225800991,
A-498,TAK Plk inhibitor,-1.462141534,4.442450523,
A-498,CT-32228,-3.430851789,3.936240911,
A-498,RO-4987655,-4.605170186,0.968397975,
A-498,SB-1317,-3.338748385,3.254759073,
A-498,MK-0752,3.707162,3.736109972,
A-498,PF-477736,-2.912770143,4.068761349,
A-498,Pluripotin,-4.098601466,4.077868938,
A-498,Crenolanib,1.611809565,3.271572828,
A-498,JZL-195,3.131515726,3.181162834,
A-498,EMD-534085,-1.634835416,3.257842064,
A-498,AT-13387,-0.414465317,2.954299927,
A-498,LOR-253,-1.335499354,5.125854969,
A-498,AS-703569,-4.455502155,3.949673414,
A-498,PF-04217903,3.522955192,2.875727892,
A-498,Dinaciclib,-4.605170186,-2.049304247,
A-498,AZD-5363,-2.003249031,2.612998486,
A-498,Alectinib,-0.207232658,4.268702984,
A-498,TAE-684,-1.335499354,1.150371671,
A-498,ARRY-162,-3.453877639,3.501207113,
A-498,(+)-JQ1,-1.312473503,2.234308481,
A-498,BMS-777607,0.460517019,3.816605806,
A-498,Apitolisib,-3.557493969,1.140112281,
A-498,GSK-2126458,-4.605170186,-0.922435999,
A-498,BMS-599626,0.011512925,3.670958996,
A-498,Abexinostat,-2.072326584,3.748452902,
A-498,6-Bromoindirubin-3'-Acetoxime,-1.680887118,3.688768148,
A-498,AZD-4547,-4.536092633,3.428136349,
A-498,delanzomib,-4.956314413,1.548968911,
A-498,Brivanib,0.368413615,2.409867525,
A-498,NVP-BGJ398,-4.478528006,3.459728479,
A-498,Pp-242,-3.937420509,3.826626301,
A-498,ZSTK-474,-3.83380418,2.275218725,
A-498,UNC-0638,0.437491168,4.51303339,
A-498,MK-2461,-1.772990522,4.39068222,
A-498,ARRY-380,1.404576907,3.582888842,
A-498,10058-F4,0.99011159,3.770161867,
A-498,BAL-101553,-4.179191944,4.488486767,
A-498,INK-128,-4.605170186,3.468775034,
A-498,SCH-900776,-1.588783714,3.251437902,
A-498,SM-406,2.901257217,2.570029497,
A-498,ONX-0801,1.289447652,4.11928463,
A-498,ARQ-680,1.911145627,4.331418991,
A-498,Gandotinib,-1.24339595,3.885654211,
A-498,Alectinib,-0.149668031,4.268702984,
A-498,Varlitinib,-1.082214994,2.660842657,
A-498,MPC-3100,1.197344248,4.834953785,
A-498,BMN-673,1.611809565,3.959156752,
A-498,Ganetespib,-2.924283068,3.519171953,
A-498,YK-4-279,-0.518081646,2.598203659,
A-498,S-49076,3.016386472,4.212491989,
A-498,Bosutinib,-0.529594571,2.492156506,
A-498,PD 184352,-2.751589186,2.525119781,
A-498,Gemcitabine elaidate,-3.822291254,-0.215382338,
A-498,AZD-3514,1.934171478,3.338186741,
A-498,ASP-3026,0.840443559,1.104278922,
A-498,Refametinib,2.256533391,1.485722423,
A-498,Dacomitinib,-0.207232658,2.451533318,
A-498,ABT-348,-2.095352435,3.125749826,
A-498,GDC-0152,2.97033477,4.029392242,
A-498,AEE-788,-0.057564627,3.590218306,
A-498,BYL-719,0.299336062,3.005549908,
A-498,Teriflunomide,0.299336062,4.505342007,
A-498,CT-GSK183,3.684136149,3.852082014,
A-498,ABT-199,0.449004093,2.622109175,
A-498,PHA-665752,2.855205515,2.775924683,
A-498,LY-2228820,1.174318397,4.22398138,
A-498,BMS-911543,0.805904783,3.25453496,
A-498,CEP-14083,-0.633210901,4.755452633,
A-498,MLN-2480,2.072326584,3.841643333,
A-498,Ixazomib,-4.144653167,-2.409719944,
A-498,PD 173074,-3.879855882,3.812785387,
A-498,GSK-690693,-3.062438174,5.3891325,
A-498,BAY 61-3606,-0.782878932,4.35453558,
A-498,AEW-541,0.552620422,3.298910379,
A-498,BMS-387032,-1.508193236,4.03750658,
A-498,Saridegib,2.59040823,4.866364956,
A-498,BMN-673,3.354098952,3.959156752,
A-498,Birinapant,4.605170186,4.675899982,
A-498,AZD-2014,-4.259782422,1.503857136,
A-498,MLN-0905,-3.822291254,3.667894125,
A-498,Momelotinib,0.656236752,3.371150255,
A-498,I-BET-151,0.449004093,1.591684222,
A-498,Fedratinib,-0.161180957,4.096363068,
A-498,VX-944,-1.98022318,3.573573112,
A-498,Pelitrexol,-2.820666739,3.858726501,
A-498,ADW-742,0.541107497,3.298910379,
A-498,BPR1J-097,-0.679262602,4.884966373,
A-498,Ipatasertib,-1.427602758,2.652157068,
A-498,GSK-1904529A,4.605170186,3.85701251,
A-498,Rocilinostat,0.851956484,2.822016001,
A-498,R-1530,-1.082214994,4.377527237,
A-498,EMD-1204831,4.098601466,4.040323734,
A-498,Cobimetinib (isomer 1),-3.948933434,1.526085258,
A-498,Cobimetinib (isomer 1),0.103616329,1.526085258,
A-498,enantiomer of PF-4176340,-1.404576907,3.089649916,
A-498,TAK-960,-3.937420509,4.465605259,
A-498,LY-2835219,0.046051702,3.358187199,
A-498,SAR-245409,1.98022318,3.765768766,
A-498,SAR-402674,-3.948933434,3.904253721,
A-498,GSK-2636771,-3.384800087,3.982679129,
A-498,SNX-5422,-1.197344248,2.414563417,
A-498,IDH1-Comp 301,3.937420509,4.676165104,
A-498,CEP-9722,0.368413615,4.226274014,
A-498,RG-7112,-0.414465317,3.625727892,
A-498,GDC-0349,-4.121627316,4.466458321,
A-498,ARQ-621,-0.472029944,-0.107979797,
A-498,AT-13148,-1.197344248,3.742773771,
A-498,VX-322,0.575646273,3.491933584,
A-498,LY-2874455,-4.605170186,3.755594492,
A-498,Lestaurtinib,-4.21373072,-0.164226979,
A-498,LY-2801653,-0.909521112,3.878763914,
A-498,LY-2090314,-4.57063141,4.597839355,
A-498,ARRY-520 Isomer A,-4.605170186,-0.145452917,
A-498,ARRY-520 Isomer A,-3.09697695,-0.145452917,
A-498,Pelitrexol isomer A,-1.623322491,3.858726501,
A-498,Pelitrexol isomer B,-2.36014972,3.858726501,
A-498,XL-888,-2.268046317,3.473984957,
A-498,IPI-145,-3.016386472,4.568222523,
A-498,ARRY-704,-4.57063141,-0.342546046,
A-498,IDH-C227,3.200593279,4.828439236,
A-498,KPT-185,-4.236756571,4.361271381,
A-498,LCL-161,1.888119776,4.285718441,
A-498,PF-4942847,-1.347012279,2.880119085,
A-498,XL-019,1.312473503,1.597838044,
A-498,PKM2 (9),3.131515726,4.202802181,
A-498,Fostamatinib,-1.634835416,2.349488497,
A-498,R-547,-0.184206807,3.910408258,
A-498,KPT-251,-4.351885826,3.361243248,
A-498,GSK-921,-4.605170186,1.067211747,
A-498,VX-689,-0.25328436,4.010077953,
A-498,Bafetinib,1.277934727,3.281682491,
A-498,R-306465,-3.569006894,4.389747143,
A-498,B-7100,-0.391439466,3.77722621,
A-498,AT-7519,-0.587159199,3.503046751,
A-498,Cilengitide,-1.703912969,4.772533417,
A-498,NMS-E628,-0.161180957,4.391725063,
A-498,I-BET-762,0.967085739,3.139581442,
A-498,Milciclib,-3.661110298,3.596294165,
A-498,Rebastinib,-0.587159199,4.699390888,
A-498,AZD-2858,-1.151292546,4.395835876,
A-498,P-529,2.878231366,4.359645367,
A-498,SCH-772984,-2.555869453,2.353915691,
A-498,AMD-070,0.782878932,4.392629147,
A-498,BMS-863233,0.564133348,3.657226324,
A-498,Telatinib,1.24339595,3.233542204,
A-498,CEP-32496,-1.139779621,2.435530901,
A-498,AZD-1208,0.402952391,4.766354084,
A-498,LDK-378,0.241771435,2.383540869,
A-498,EXEL-7647,-1.680887118,2.78596282,
A-498,AZD-3463,-2.10686536,3.70337224,
A-498,MK-0429,-4.455502155,3.799846172,
A-498,PI-103,-2.187455838,3.414381266,
A-498,LDK-378,0.069077553,2.383540869,
A-498,Daporinad,2.670998708,-1.518965125,
A-498,GDC-0032,-1.945684404,0.75548929,
A-498,GSK-1070916,-2.705537484,4.337675571,
A-498,PFI-1,0.161180957,4.404934883,
A-498,BIX-01294,-0.921034037,3.842370272,
A-498,AZD-8186,-4.605170186,2.200769901,
A-498,E-7820,-2.406201422,5.141504288,
A-498,5-aza-T-dCyd,0.690775528,3.356840372,
A-498,AZD-6738,-1.934171478,2.398650885,
A-498,LGK-974,1.036163292,3.843120337,
A-498,VE-822,-2.659485782,3.527029753,
A-498,PF-4989216,-3.799265403,4.27703619,
A-498,AM-5992,-1.013137441,3.432201862,
A-498,Encorafenib,-1.093727919,4.01741457,
A-498,Afuresertib,-2.256533391,2.21317625,
A-498,Defactinib,0.322361913,4.378824711,
A-498,EXEL-2280,-4.582144335,4.030893803,
A-498,ARRY-614,0.391439466,4.696796894,
A-498,GSK-2141795,-3.499929341,2.100288153,
A-498,Ombrabulin,-4.605170186,2.654861212,
A-498,Cobimetinib (isomer 1),-4.605170186,1.204127789,
A-498,FH-535,0.356900689,3.142242908,
A-498,OTX-015,-1.588783714,2.305975199,
A-498,TAK-632,-1.49668031,4.612879753,
A-498,VS-5584,-4.605170186,3.804718733,
A-498,LEE-011,2.46376605,3.797571659,
A-498,Osimertinib,0.103616329,1.517031312,
A-498,CEP-28122,0.322361913,4.095636845,
A-498,RG-7388,-2.026274882,3.544461966,
A-498,CO-1686,-0.218745584,2.526904345,
A-498,GNE-617,3.35026131,4.014610767,
A-498,PD183805,-1.036163292,2.511456966,
A-498,spebrutinib,-1.174318397,1.935093164,
A-498,CP-724714,1.427602758,4.82477808,
A-498,PF-06463922,-0.794391857,3.029159307,
A-498,SOMCL-12-81,-3.718674925,3.177879333,
A-498,selinexor,-3.822291254,2.98786664,
A-498,TAS-116,1.611809565,3.805046082,
A-498,dimethylfasudil,0.48354287,3.981638193,
A-498,AZD-6738,-0.840443559,2.398650885,
A-498,"AZD-6738 ( R,S-isomer)",-0.322361913,2.398650885,
A-498,SAR-260301 (enantiomer 1),-2.371662646,4.188328743,
A-498,SAR-260301 (enantiomer 1),-3.649597372,4.188328743,
A-498,AZ-505,2.636459931,2.899491072,
A-498,MK-0731,-4.236756571,4.033660889,
A-498,maritoclax,-1.105240845,4.473348141,
A-498,MI-773,0.092103404,3.045582533,
A-498,BAY-87-2243,-0.73682723,4.21968174,
A-498,CEP-37440,0.322361913,3.551314592,
A-498,GDC-0994,0.069077553,4.164346218,
A-498,NMS-1286937,-3.062438174,3.195379496,
A-498,CUDC-427,3.281183758,4.357890129,
A-498,PF-03758309,0.241771435,3.558652163,
A-498,AMG-232,-0.621697975,3.68992734,
A-498,entosplenitib,2.4867919,3.563370943,
A-498,JNJ-42756493,-4.605170186,3.84696126,
A-498,GSK-2606414,-0.782878932,3.521970034,
A-498,LY-3009120,-1.899632702,2.746145487,
A-498,PTC-691,-3.626571521,3.801021576,
A-498,AZ-628,-0.299336062,2.701789379,
A-498,Volitinib,4.282808273,2.842079878,
A-498,AMG-511,-4.605170186,3.835354567,
A-498,JNJ-54302833,0.759853081,4.276555538,
A-498,MG-132,-0.851956484,-1.218672156,
A-498,CX-5461,2.509817751,5.82385397,
A-498,PWT-33597,-3.396313012,2.549307108,
A-498,CH-5183284,-0.690775528,4.937289715,
A-498,Defactinib,0.460517019,4.378824711,
A-498,E-3810,-1.784503447,2.997157335,
A-498,cs-1730,-2.71705041,3.958987951,
A-498,CGM-097,0.310848988,2.976227045,
A-498,VS-4718,0.817417708,3.679563284,
A-498,E-7449,1.542732012,3.606529474,
A-498,JNJ-26483327,0.299336062,4.419592381,
A-498,JNJ-47117096,2.509817751,3.804852486,
A-498,VT-464,2.670998708,3.989660501,
A-498,Poziotinib,-1.013137441,2.685997486,
A-498,SGI-1027,1.634835416,3.467316866,
A-498,pyridoclax,0.840443559,5.105944157,
A-498,Danusertib,-2.670998708,4.977997303,
A-498,Altiratinib,0.874982335,4.024905682,
A-498,CCT-251545,2.647972857,3.781382561,
A-498,aldoxorubicin,-1.024650366,-0.252062291,
A-498,AZD-3147,-4.605170186,0.747436821,
A-498,A-1210477,0.828930633,4.198786259,
A-498,CPI-0610,-1.450628609,4.833040714,
A-498,MLN-7243,-4.351885826,1.712367654,
A-498,PQR-309,-1.957197329,0.541749537,
A-498,TAS-115,0.092103404,3.10234046,
A-498,Bet-BAY-002,-0.345387764,3.591048479,
A-498,LOXO-101,4.605170186,3.631581545,
A-498,BAY-1143572,-0.851956484,3.86003232,
A-498,AZD-8835,-0.48354287,2.750071764,
A-498,AZD-9496,2.175942913,3.916775703,
A-498,BAY-1161909,4.605170186,3.537342787,
A-498,BAY-1217389,-2.797640888,3.493597031,
A-498,EGF-816,-0.667749677,3.706395864,
A-498,MI-503,2.406201422,4.20867157,
A-498,AZD-3965,3.845317105,4.294003487,
A-498,azd5582,2.164429987,2.686044455,
A-498,AMG-319,0.023025851,5.023132801,
A-498,TAE-226,-0.725314304,3.675650358,
A-498,GDC-0810,1.565757863,4.962948322,
A-498,brigatinib,-1.185831323,2.184097528,
A-498,Sabutoclax,-1.151292546,0.097491331,
A-498,gilteritinib,-0.046051702,3.706587553,
A-498,OTS-964,-1.329742891,4.00465107,
A-498,UMI-77,2.912770143,3.108406067,
A-498,KU-55933,-1.128266696,5.020642757,
A-498,AZD-3759,1.231883025,2.287026882,
A-498,Bafetinib,2.498304826,3.56898284,
A-498,sitravatinib,0.172693882,3.868026018,
A-498,PF-06747775,2.797640888,3.271458387,
A-498,A-911,-1.565757863,3.632015228,
A-498,napabucasin,-0.37992654,4.962105274,
A-498,GSK-295,-1.542732012,2.594604254,
A-498,LOR-253,-0.046051702,4.846623898,
A-498,ARV-825,-4.351885826,2.193733931,
A-498,CCT-271850,4.605170186,3.828881979,
A-498,LY-3154567,4.605170186,4.197417259,
A-498,Litronesib,-4.605170186,0.598649323,
A-498,SW-044248,0.794391857,4.306988239,
A-498,ABL-001,2.694024559,3.323685884,
A-498,LY-3023414,-3.592032745,0.606759369,
A-498,SB-202190,2.809153813,4.753864765,
A-498,EPZ-020411,4.041036838,3.696816683,
A-498,MGCD-265,0.748340155,3.201126575,
A-498,RG-7602,-1.220370099,4.196394444,
A-498,Acalabrutinib,3.269670832,3.871051311,
A-498,SAR-245409,-1.565757863,4.487834454,
A-498,XL-147,1.128266696,3.422066927,
A-498,ARQ-092,-2.544356528,3.556691408,
A-498,GDC-0339,0.149668031,4.174262047,
A-498,APR-246,3.131515726,4.565259457,
A-498,PF-2771,-3.200593279,3.304897547,
A-498,Sapacitabine,4.409450453,1.673008919,
A-498,CFI-400945,0.851956484,3.306112051,
A-498,TAK-659 (isomer 1),0.898008186,3.880288839,
A-498,TAK-659 (isomer 1),0.541107497,3.880288839,
A-498,INCB-047775,-1.853581,3.093024492,
A-498,olmutinib,-0.138155106,3.498046637,
A-498,GSK-2194069,2.71705041,3.211820364,
A-498,AZD-0156,-0.587159199,-0.091212951,
A-498,KPT-9274,4.605170186,3.208770514,
A-498,CC-223,-3.166054503,3.722085238,
A-498,GDC-0084,-2.670998708,3.721213341,
A-498,ARQ-087,0.48354287,3.936873674,
A-498,ABBV-075,-1.842068074,4.007722378,
A-498,RX-5902,-4.110114391,3.633136988,
A-498,BAY-876,2.71705041,4.721623421,
A-498,ensartinib,0,3.464528799,
A-498,CC-115,-4.478528006,3.784161806,
A-498,BGB-283,0.115129255,2.021096945,
A-498,BAY-1125976,-2.613434081,4.302304745,
A-498,ASP-5878,-4.536092633,3.738031626,
A-498,CNDAC,4.605170186,1.897219777,
A-498,CCT-245737,-0.782878932,2.321891546,
A-498,LGH-447,2.46376605,4.224471569,
A-498,PQR-620,-3.304209608,0.752618134,
A-498,KPT-8602,-2.475278975,3.402487993,
A-498,NTRC-0066-0,2.394688497,4.123863697,
A-498,BAY-1082439,-1.796016373,4.04421854,
A-498,AMG-51,-0.046051702,4.463433266,
A-498,IPI-549,-1.427602758,2.396579266,
A-498,M2698,-1.98022318,3.845772505,
A-498,A-1331852,-4.605170186,3.677788734,
A-498,WT-161,-1.036163292,1.936339378,
A-498,ABC-1183,-1.001624515,5.249893665,
A-498,CEP-40783,0.495055795,3.424625158,
A-498,ulixertinib,-2.4867919,2.760416269,
A-498,Selonsertib,2.647972857,3.423617601,
A-498,PLX-8394,1.323986428,4.82664299,
A-498,Plinabulin,-4.605170186,-1.852513909,
A-498,Sulfatinib,0.046051702,4.23856926,
A-498,AZD-5153,-2.509817751,1.704005361,
A-498,TP-0903,-2.175942913,3.302994013,
A-498,BPTES,-0.368413615,3.539507627,
A-498,EC-330,-0.706126095,3.93210578,
A-498,SAR-20347,-0.598672124,2.509738922,
A-498,GS-9901,-1.381551056,5.448198795,
A-498,S-63845,1.112916128,2.901019573,
A-498,zanubrutinib,0.851956484,4.213826656,
A-498,GNE-140,2.348636795,3.495085001,
A-498,LXS-196,3.545981043,3.837671041,
A-498,umbralisib,4.328859975,3.453341484,
A-498,TPX-0005,-1.531219087,4.03080225,
A-498,BAY-1895344,-3.292696683,3.883381128,
A-498,GDC-0077,0.73682723,1.961852074,
A-498,CFI-402257,-1.416089832,3.589903593,
A-498,milademetan,-2.187455838,3.487773895,
A-498,BLU-285,1.842068074,3.555012465,
A-498,PRN-1371,-4.605170186,3.787097692,
A-498,BMS-986158,-3.269670832,4.662665844,
A-498,TAK-931,0.690775528,4.592213154,
A-498,ON-123300,-1.611809565,4.162733555,
A-498,BAY-1251152,-2.647972857,3.495140076,
A-498,FT-1518,-3.407825938,3.719196081,
A-498,PQR-530,-3.499929341,0.564760864,
A-498,nedisertib,-1.47365446,3.726100445,
A-498,MTX-211,-2.037787807,3.151729345,
A-498,BAY-1816032,2.532843602,4.149084568,
A-498,LY-3214996,-0.414465317,3.895035982,
A-498,AZD-1390,1.335499354,1.492150664,
A-498,AMG-176,0.368413615,3.224722624,
A-498,SHP-099,0.921034037,3.604545832,
A-498,BAY-1163877,-4.582144335,3.996671438,
A-498,HDM-201,2.947308919,2.562197924,
A-498,S-222611,0.73682723,2.777845144,
A-498,ASTX-660,3.246644981,3.766398668,
A-498,FGF-401,3.914394658,2.734067202,
A-498,TP-3654,0.391439466,3.577953577,
A-498,SEL-120,0.368413615,4.092286587,
A-498,IDF-11774,2.71705041,3.659753084,
A-498,CC-671,-0.598672124,3.153695345,
A-498,CYC-065,-1.796016373,4.424050808,
A-498,PLX-51107,-1.634835416,4.514124393,
A-498,RG-6016,3.062438174,3.506370306,
A-498,LXH-254,0.069077553,3.97496748,
A-498,AZD-5991,1.381551056,4.266620159,
A-498,INCB-057643,0.092103404,3.948028326,
A-498,JNJ-3887618,2.97033477,3.799605608,
A-498,PF-6459988,0.874982335,3.695522547,
A-498,RG-7741,-3.189080354,4.629395485,
A-498,AZD-0364,-3.212106205,3.393677711,
A-498,CC-90003,-1.853581,3.363310575,
A-498,RG-7112,0.48354287,4.083082676,
A-498,Copanlisib,-4.881480397,4.594446182,
A-498,BOS-172722,-0.667749677,3.755581617,
A-498,LOXO-195,2.555869453,3.21514678,
A-498,S-64315,-2.958821844,2.854253531,
A-498,IACS-10759,-3.925907584,3.952521086,
A-498,BAY-2402234,1.335499354,3.782420397,
A-498,PF-6459988,-1.335499354,2.974467516,
A-498,CG-806,-2.164429987,3.102473974,
A-498,BLU-667,-1.911145627,4.078519821,
A-498,IACS-8968,2.809153813,3.587184191,
